frame,body_id,x,y,vx,vy,mass
216,3,7.20961,3.50663,1.89338,1.32046,1
216,4,7.60642,5.19695,0.470872,1.71546,1
216,5,8.22103,224.326,3.36528,103.437,1
217,0,5.38488,-208.377,2.01154,-96.4956,1
217,1,5.93368,1.26525,2.52314,-0.674684,1
217,2,4.7471,7.81798,1.73744,0.698493,1
217,3,7.22854,3.51986,1.89318,1.32275,1
217,4,7.61111,5.21407,0.469407,1.71217,1
217,5,8.25468,225.36,3.36528,103.437,1
218,0,5.40499,-209.342,2.01154,-96.4956,1
218,1,5.95892,1.25852,2.52405,-0.67268,1
218,2,4.76449,7.82496,1.73818,0.69747,1
218,3,7.24747,3.53311,1.89297,1.32505,1
218,4,7.61579,5.23116,0.467971,1.70889,1
218,5,8.28833,226.394,3.36528,103.437,1
219,0,5.42511,-210.307,2.01154,-96.4956,1
219,1,5.98417,1.25181,2.52494,-0.670687,1
219,2,4.78188,7.83192,1.73892,0.696444,1
219,3,7.2664,3.54638,1.89275,1.32736,1
219,4,7.62046,5.24821,0.466563,1.70561,1
219,5,8.32198,227.429,3.36528,103.437,1
220,0,5.44522,-211.272,2.01154,-96.4956,1
220,1,6.00943,1.24512,2.52581,-0.668708,1
220,2,4.79927,7.83888,1.73967,0.695415,1
220,3,7.28533,3.55968,1.89252,1.32969,1
220,4,7.62511,5.26524,0.465184,1.70233,1
220,5,8.35564,228.463,3.36528,103.437,1
221,0,5.46534,-212.237,2.01154,-96.4956,1
221,1,6.03469,1.23846,2.52666,-0.666741,1
221,2,4.81668,7.84582,1.74042,0.694382,1
221,3,7.30425,3.573,1.89227,1.33204,1
221,4,7.62975,5.28223,0.463833,1.69905,1
221,5,8.38929,229.497,3.36528,103.437,1
222,0,5.48546,-213.202,2.01154,-96.4956,1
222,1,6.05997,1.23181,2.52749,-0.664787,1
222,2,4.83409,7.85275,1.74118,0.693346,1
222,3,7.32317,3.58634,1.892,1.33439,1
222,4,7.63437,5.29919,0.462511,1.69578,1
222,5,8.42294,230.532,3.36528,103.437,1
223,0,5.50557,-214.167,2.01154,-96.4956,1
223,1,6.08525,1.22518,2.5283,-0.662846,1
223,2,4.85151,7.85968,1.74194,0.692306,1
223,3,7.34209,3.59971,1.89172,1.33676,1
223,4,7.63899,5.31611,0.461217,1.69251,1
223,5,8.4566,231.566,3.36528,103.437,1
224,0,5.52569,-215.132,2.01154,-96.4956,1
224,1,6.11054,1.21857,2.52909,-0.660917,1
224,2,4.86893,7.86659,1.7427,0.691262,1
224,3,7.361,3.6131,1.89143,1.33913,1
224,4,7.64359,5.333,0.459951,1.68925,1
224,5,8.49025,232.601,3.36528,103.437,1
225,0,5.5458,-216.097,2.01154,-96.4956,1
225,1,6.13584,1.21198,2.52987,-0.659001,1
225,2,4.88637,7.87349,1.74348,0.690214,1
225,3,7.37991,3.62652,1.89112,1.34152,1
225,4,7.64817,5.34986,0.458713,1.68599,1
225,5,8.5239,233.635,3.36528,103.437,1
226,0,5.56592,-217.062,2.01154,-96.4956,1
226,1,6.16115,1.20541,2.53063,-0.657099,1
226,2,4.90381,7.88038,1.74425,0.689163,1
226,3,7.39882,3.63996,1.8908,1.34392,1
226,4,7.65275,5.36669,0.457503,1.68274,1
226,5,8.55755,234.669,3.36528,103.437,1
227,0,5.58603,-218.027,2.01154,-96.4956,1
227,1,6.18646,1.19886,2.53137,-0.655209,1
227,2,4.92126,7.88727,1.74503,0.688107,1
227,3,7.41772,3.65342,1.89046,1.34633,1
227,4,7.65731,5.38349,0.456321,1.6795,1
227,5,8.59121,235.704,3.36528,103.437,1
228,0,5.60615,-218.992,2.01154,-96.4956,1
228,1,6.21178,1.19233,2.53209,-0.653332,1
228,2,4.93872,7.89414,1.74582,0.687048,1
228,3,7.43663,3.66691,1.8901,1.34875,1
228,4,7.66186,5.40025,0.455166,1.67626,1
228,5,8.62486,236.738,3.36528,103.437,1
229,0,5.62626,-219.957,2.01154,-96.4956,1
229,1,6.23711,1.18581,2.53279,-0.651468,1
229,2,4.95619,7.901,1.74661,0.685984,1
229,3,7.45552,3.68042,1.88973,1.35118,1
229,4,7.6664,5.41698,0.454039,1.67304,1
229,5,8.65851,237.772,3.36528,103.437,1
230,0,5.64638,-220.922,2.01154,-96.4956,1
230,1,6.26245,1.17931,2.53348,-0.649617,1
230,2,4.97366,7.90784,1.74741,0.684917,1
230,3,7.47442,3.69395,1.88934,1.35361,1
230,4,7.67093,5.43368,0.452939,1.66982,1
230,5,8.69217,238.807,3.36528,103.437,1
231,0,5.66649,-221.887,2.01154,-96.4956,1
231,1,6.28779,1.17284,2.53416,-0.647779,1
231,2,4.99114,7.91468,1.74821,0.683845,1
231,3,7.49331,3.70751,1.88894,1.35605,1
231,4,7.67545,5.45034,0.451867,1.66661,1
231,5,8.72582,239.841,3.36528,103.437,1
232,0,5.68661,-222.851,2.01154,-96.4956,1
232,1,6.31314,1.16638,2.53482,-0.645954,1
232,2,5.00863,7.92151,1.74902,0.682768,1
232,3,7.51219,3.7211,1.88852,1.35851,1
232,4,7.67996,5.46698,0.450821,1.66341,1
232,5,8.75947,240.876,3.36528,103.437,1
233,0,5.70673,-223.816,2.01154,-96.4956,1
233,1,6.33849,1.15994,2.53546,-0.644142,1
233,2,5.02613,7.92833,1.74983,0.681688,1
233,3,7.53107,3.73471,1.88808,1.36096,1
233,4,7.68446,5.48358,0.449802,1.66022,1
233,5,8.79312,241.91,3.36528,103.437,1
234,0,5.72684,-224.781,2.01154,-96.4956,1
234,1,6.36385,1.15351,2.53609,-0.642343,1
234,2,5.04364,7.93513,1.75065,0.680602,1
234,3,7.54995,3.74834,1.88763,1.36343,1
234,4,7.68895,5.50015,0.448809,1.65704,1
234,5,8.82678,242.944,3.36528,103.437,1
235,0,5.74696,-225.746,2.01154,-96.4956,1
235,1,6.38922,1.14711,2.5367,-0.640557,1
235,2,5.06115,7.94193,1.75148,0.679512,1
235,3,7.56882,3.762,1.88716,1.3659,1
235,4,7.69342,5.51669,0.447842,1.65387,1
235,5,8.86043,243.979,3.36528,103.437,1
236,0,5.76707,-226.711,2.01154,-96.4956,1
236,1,6.41459,1.14072,2.53729,-0.638783,1
236,2,5.07868,7.94871,1.75231,0.678418,1
236,3,7.58769,3.77569,1.88667,1.36838,1
236,4,7.69789,5.5332,0.446902,1.65072,1
236,5,8.89408,245.013,3.36528,103.437,1
237,0,5.78719,-227.676,2.01154,-96.4956,1
237,1,6.43997,1.13435,2.53788,-0.637023,1
237,2,5.09621,7.95549,1.75315,0.677318,1
237,3,7.60655,3.78939,1.88617,1.37086,1
237,4,7.70235,5.54967,0.445987,1.64757,1
237,5,8.92773,246.047,3.36528,103.437,1
238,0,5.8073,-228.641,2.01154,-96.4956,1
238,1,6.46535,1.128,2.53845,-0.635276,1
238,2,5.11375,7.96225,1.75399,0.676214,1
238,3,7.6254,3.80313,1.88565,1.37335,1
238,4,7.7068,5.56612,0.445098,1.64444,1
238,5,8.96139,247.082,3.36528,103.437,1
239,0,5.82742,-229.606,2.01154,-96.4956,1
239,1,6.49074,1.12166,2.539,-0.633541,1
239,2,5.1313,7.969,1.75484,0.675105,1
239,3,7.64426,3.81689,1.88511,1.37584,1
239,4,7.71125,5.58253,0.444234,1.64133,1
239,5,8.99504,248.116,3.36528,103.437,1
240,0,5.84753,-230.571,2.01154,-96.4956,1
240,1,6.51614,1.11534,2.53954,-0.631819,1
240,2,5.14885,7.97574,1.75569,0.673991,1
240,3,7.6631,3.83067,1.88455,1.37833,1
240,4,7.71568,5.59891,0.443394,1.63823,1
240,5,9.02869,249.15,3.36528,103.437,1
241,0,5.86765,-231.536,2.01154,-96.4956,1
241,1,6.54154,1.10904,2.54007,-0.63011,1
241,2,5.16642,7.98247,1.75655,0.672871,1
241,3,7.68194,3.84448,1.88398,1.38083,1
241,4,7.72011,5.61526,0.44258,1.63514,1
241,5,9.06235,250.185,3.36528,103.437,1
242,0,5.88776,-232.501,2.01154,-96.4956,1
242,1,6.56695,1.10276,2.54058,-0.628414,1
242,2,5.18399,7.98919,1.75742,0.671747,1
242,3,7.70077,3.85831,1.88339,1.38333,1
242,4,7.72452,5.63158,0.44179,1.63207,1
242,5,9.096,251.219,3.36528,103.437,1
243,0,5.90788,-233.466,2.01154,-96.4956,1
243,1,6.59236,1.09649,2.54109,-0.62673,1
243,2,5.20157,7.99589,1.75829,0.670617,1
243,3,7.7196,3.87217,1.88278,1.38583,1
243,4,7.72893,5.64787,0.441024,1.62901,1
243,5,9.12965,252.254,3.36528,103.437,1
244,0,5.928,-234.431,2.01154,-96.4956,1
244,1,6.61777,1.09024,2.54158,-0.625059,1
244,2,5.21917,8.00259,1.75917,0.669481,1
244,3,7.73842,3.88605,1.88215,1.38834,1
244,4,7.73334,5.66413,0.440281,1.62597,1
244,5,9.1633,253.288,3.36528,103.437,1
245,0,5.94811,-235.396,2.01154,-96.4956,1
245,1,6.64319,1.084,2.54205,-0.623401,1
245,2,5.23677,8.00927,1.76005,0.66834,1
245,3,7.75724,3.89996,1.88151,1.39084,1
245,4,7.73773,5.68036,0.439562,1.62295,1
245,5,9.19696,254.322,3.36528,103.437,1
246,0,5.96823,-236.361,2.01154,-96.4956,1
246,1,6.66862,1.07779,2.54252,-0.621755,1
246,2,5.25438,8.01594,1.76094,0.667194,1
246,3,7.77605,3.91389,1.88085,1.39335,1
246,4,7.74212,5.69656,0.438866,1.61994,1
246,5,9.23061,255.357,3.36528,103.437,1
247,0,5.98834,-237.326,2.01154,-96.4956,1
247,1,6.69405,1.07159,2.54297,-0.620121,1
247,2,5.27199,8.0226,1.76184,0.666041,1
247,3,7.79485,3.92785,1.88017,1.39586,1
247,4,7.7465,5.71273,0.438193,1.61695,1
247,5,9.26426,256.391,3.36528,103.437,1
248,0,6.00846,-238.291,2.01154,-96.4956,1
248,1,6.71948,1.0654,2.54341,-0.6185,1
248,2,5.28962,8.02925,1.76275,0.664883,1
248,3,7.81364,3.94184,1.87947,1.39836,1
248,4,7.75088,5.72887,0.437543,1.61398,1
248,5,9.29792,257.425,3.36528,103.437,1
249,0,6.02857,-239.256,2.01154,-96.4956,1
249,1,6.74492,1.05923,2.54384,-0.616891,1
249,2,5.30726,8.03589,1.76366,0.663719,1
249,3,7.83243,3.95585,1.87876,1.40087,1
249,4,7.75525,5.74498,0.436914,1.61103,1
249,5,9.33157,258.46,3.36528,103.437,1
250,0,6.04869,-240.221,2.01154,-96.4956,1
250,1,6.77036,1.05308,2.54426,-0.615295,1
250,2,5.3249,8.04251,1.76458,0.662549,1
250,3,7.85121,3.96988,1.87803,1.40338,1
250,4,7.75961,5.76106,0.436307,1.60809,1
250,5,9.36522,259.494,3.36528,103.437,1
251,0,6.0688,-241.186,2.01154,-96.4956,1
251,1,6.79581,1.04694,2.54467,-0.613711,1
251,2,5.34256,8.04913,1.7655,0.661373,1
251,3,7.86998,3.98394,1.87728,1.40588,1
251,4,7.76397,5.77711,0.435722,1.60518,1
251,5,9.39887,260.529,3.36528,103.437,1
252,0,6.08892,-242.151,2.01154,-96.4956,1
252,1,6.82126,1.04082,2.54507,-0.612139,1
252,2,5.36022,8.05573,1.76643,0.66019,1
252,3,7.88875,3.99802,1.87652,1.40839,1
252,4,7.76832,5.79314,0.435157,1.60229,1
252,5,9.43253,261.563,3.36528,103.437,1
253,0,6.10903,-243.116,2.01154,-96.4956,1
253,1,6.84672,1.03471,2.54545,-0.610579,1
253,2,5.3779,8.06232,1.76737,0.659001,1
253,3,7.90751,4.01213,1.87574,1.41089,1
253,4,7.77267,5.80913,0.434613,1.59942,1
253,5,9.46618,262.597,3.36528,103.437,1
254,0,6.12915,-244.081,2.01154,-96.4956,1
254,1,6.87217,1.02862,2.54583,-0.609031,1
254,2,5.39558,8.0689,1.76832,0.657805,1
254,3,7.92626,4.02627,1.87494,1.41339,1
254,4,7.77701,5.8251,0.434089,1.59656,1
254,5,9.49983,263.632,3.36528,103.437,1
255,0,6.14926,-245.045,2.01154,-96.4956,1
255,1,6.89764,1.02255,2.5462,-0.607495,1
255,2,5.41327,8.07546,1.76927,0.656603,1
255,3,7.945,4.04042,1.87412,1.41589,1
255,4,7.78134,5.84103,0.433586,1.59373,1
255,5,9.53349,264.666,3.36528,103.437,1
256,0,6.16938,-246.01,2.01154,-96.4956,1
256,1,6.9231,1.01649,2.54656,-0.605971,1
256,2,5.43098,8.08202,1.77023,0.655394,1
256,3,7.96373,4.05461,1.87329,1.41838,1
256,4,7.78567,5.85694,0.433101,1.59092,1
256,5,9.56714,265.7,3.36528,103.437,1
257,0,6.1895,-246.975,2.01154,-96.4956,1
257,1,6.94857,1.01045,2.5469,-0.604459,1
257,2,5.44869,8.08856,1.7712,0.654178,1
257,3,7.98246,4.06882,1.87244,1.42087,1
257,4,7.79,5.87282,0.432636,1.58814,1
257,5,9.60079,266.735,3.36528,103.437,1
258,0,6.20961,-247.94,2.01154,-96.4956,1
258,1,6.97404,1.00442,2.54724,-0.602959,1
258,2,5.46641,8.09509,1.77217,0.652955,1
258,3,8.00117,4.08305,1.87158,1.42336,1
258,4,7.79432,5.88868,0.432189,1.58537,1
258,5,9.63444,267.769,3.36528,103.437,1
259,0,6.22973,-248.905,2.01154,-96.4956,1
259,1,6.99952,0.998401,2.54757,-0.60147,1
259,2,5.48414,8.10161,1.77315,0.651724,1
259,3,8.01988,4.09731,1.87069,1.42584,1
259,4,7.79864,5.9045,0.431761,1.58263,1
259,5,9.6681,268.803,3.36528,103.437,1
260,0,6.24984,-249.87,2.01154,-96.4956,1
260,1,7.025,0.992401,2.54789,-0.599993,1
260,2,5.50188,8.10811,1.77414,0.650487,1
260,3,8.03858,4.11159,1.8698,1.42832,1
260,4,7.80295,5.9203,0.43135,1.57991,1
260,5,9.70175,269.838,3.36528,103.437,1
261,0,6.26996,-250.835,2.01154,-96.4956,1
261,1,7.05048,0.986416,2.5482,-0.598527,1
261,2,5.51963,8.1146,1.77514,0.649242,1
261,3,8.05726,4.1259,1.86888,1.43079,1
261,4,7.80726,5.93608,0.430957,1.57722,1
261,5,9.7354,270.872,3.36528,103.437,1
262,0,6.29007,-251.8,2.01154,-96.4956,1
262,1,7.07596,0.980445,2.5485,-0.597073,1
262,2,5.5374,8.12108,1.77615,0.647989,1
262,3,8.07594,4.14023,1.86795,1.43326,1
262,4,7.81157,5.95182,0.430581,1.57455,1
262,5,9.76905,271.907,3.36528,103.437,1
263,0,6.31019,-252.765,2.01154,-96.4956,1
263,1,7.10145,0.974489,2.54879,-0.59563,1
263,2,5.55517,8.12755,1.77716,0.646729,1
263,3,8.09461,4.15459,1.867,1.43572,1
263,4,7.81587,5.96754,0.430221,1.5719,1
263,5,9.80271,272.941,3.36528,103.437,1
264,0,6.3303,-253.73,2.01154,-96.4956,1
264,1,7.12694,0.968547,2.54908,-0.594198,1
264,2,5.57295,8.134,1.77818,0.645461,1
264,3,8.11327,4.16897,1.86604,1.43818,1
264,4,7.82017,5.98323,0.429877,1.56928,1
264,5,9.83636,273.975,3.36528,103.437,1
265,0,6.35042,-254.695,2.01154,-96.4956,1
265,1,7.15244,0.962619,2.54935,-0.592778,1
265,2,5.59074,8.14045,1.77921,0.644185,1
265,3,8.13193,4.18338,1.86506,1.44063,1
265,4,7.82447,5.9989,0.429549,1.56669,1
265,5,9.87001,275.01,3.36528,103.437,1
266,0,6.37053,-255.66,2.01154,-96.4956,1
266,1,7.17793,0.956705,2.54962,-0.591369,1
266,2,5.60854,8.14688,1.78025,0.642901,1
266,3,8.15057,4.19781,1.86407,1.44307,1
266,4,7.82876,6.01454,0.429237,1.56412,1
266,5,9.90367,276.044,3.36528,103.437,1
267,0,6.39065,-256.625,2.01154,-96.4956,1
267,1,7.20343,0.950806,2.54988,-0.589971,1
267,2,5.62636,8.15329,1.78129,0.641608,1
267,3,8.1692,4.21226,1.86306,1.44551,1
267,4,7.83305,6.03016,0.428939,1.56158,1
267,5,9.93732,277.078,3.36528,103.437,1
268,0,6.41077,-257.59,2.01154,-96.4956,1
268,1,7.22893,0.94492,2.55014,-0.588583,1
268,2,5.64418,8.15969,1.78235,0.640307,1
268,3,8.18782,4.22674,1.86204,1.44794,1
268,4,7.83733,6.04575,0.428656,1.55906,1
268,5,9.97097,278.113,3.36528,103.437,1
269,0,6.43088,-258.555,2.01154,-96.4956,1
269,1,7.25444,0.939048,2.55038,-0.587207,1
269,2,5.66201,8.16608,1.78341,0.638997,1
269,3,8.20643,4.24125,1.861,1.45036,1
269,4,7.84162,6.06131,0.428386,1.55657,1
269,5,10.0046,279.147,3.36528,103.437,1
270,0,6.451,-259.52,2.01154,-96.4956,1
270,1,7.27994,0.933189,2.55062,-0.585841,1
270,2,5.67986,8.17246,1.78448,0.637679,1
270,3,8.22503,4.25577,1.85994,1.45278,1
270,4,7.8459,6.07685,0.42813,1.55411,1
270,5,10.0383,280.182,3.36528,103.437,1
271,0,6.47111,-260.485,2.01154,-96.4956,1
271,1,7.30545,0.927345,2.55085,-0.584486,1
271,2,5.69771,8.17883,1.78556,0.636351,1
271,3,8.24362,4.27033,1.85888,1.45519,1
271,4,7.85018,6.09237,0.427887,1.55167,1
271,5,10.0719,281.216,3.36528,103.437,1
272,0,6.49123,-261.45,2.01154,-96.4956,1
272,1,7.33096,0.921513,2.55108,-0.583142,1
272,2,5.71558,8.18518,1.78665,0.635015,1
272,3,8.26219,4.2849,1.85779,1.45759,1
272,4,7.85445,6.10786,0.427657,1.54927,1
272,5,10.1056,282.25,3.36528,103.437,1
273,0,6.51134,-262.415,2.01154,-96.4956,1
273,1,7.35647,0.915695,2.55129,-0.581809,1
273,2,5.73346,8.19151,1.78775,0.633669,1
273,3,8.28076,4.2995,1.8567,1.45998,1
273,4,7.85873,6.12333,0.427438,1.54689,1
273,5,10.1392,283.285,3.36528,103.437,1
274,0,6.53146,-263.38,2.01154,-96.4956,1
274,1,7.38199,0.90989,2.5515,-0.580485,1
274,2,5.75135,8.19784,1.78886,0.632313,1
274,3,8.29932,4.31413,1.85559,1.46236,1
274,4,7.863,6.13878,0.427232,1.54454,1
274,5,10.1729,284.319,3.36528,103.437,1
275,0,6.55157,-264.345,2.01154,-96.4956,1
275,1,7.40751,0.904098,2.55171,-0.579172,1
275,2,5.76925,8.20414,1.78997,0.630948,1
275,3,8.31786,4.32877,1.85446,1.46474,1
275,4,7.86727,6.1542,0.427036,1.54221,1
275,5,10.2065,285.353,3.36528,103.437,1
276,0,6.57169,-265.31,2.01154,-96.4956,1
276,1,7.43303,0.89832,2.5519,-0.57787,1
276,2,5.78716,8.21044,1.7911,0.629573,1
276,3,8.33639,4.34344,1.85332,1.4671,1
276,4,7.87154,6.1696,0.426851,1.53992,1
276,5,10.2402,286.388,3.36528,103.437,1
277,0,6.5918,-266.275,2.01154,-96.4956,1
277,1,7.45855,0.892554,2.55209,-0.576577,1
277,2,5.80508,8.21672,1.79223,0.628188,1
277,3,8.35492,4.35814,1.85217,1.46946,1
277,4,7.87581,6.18498,0.426677,1.53766,1
277,5,10.2738,287.422,3.36528,103.437,1
278,0,6.61192,-267.239,2.01154,-96.4956,1
278,1,7.48407,0.886801,2.55228,-0.575295,1
278,2,5.82301,8.22299,1.79338,0.626793,1
278,3,8.37343,4.37286,1.85101,1.4718,1
278,4,7.88007,6.20033,0.426512,1.53543,1
278,5,10.3075,288.456,3.36528,103.437,1
279,0,6.63204,-268.204,2.01154,-96.4956,1
279,1,7.50959,0.881061,2.55246,-0.574023,1
279,2,5.84096,8.22924,1.79453,0.625388,1
279,3,8.39192,4.3876,1.84983,1.47414,1
279,4,7.88434,6.21566,0.426356,1.53322,1
279,5,10.3412,289.491,3.36528,103.437,1
280,0,6.65215,-269.169,2.01154,-96.4956,1
280,1,7.53512,0.875333,2.55263,-0.572761,1
280,2,5.85892,8.23548,1.7957,0.623971,1
280,3,8.41041,4.40236,1.84864,1.47647,1
280,4,7.8886,6.23097,0.42621,1.53105,1
280,5,10.3748,290.525,3.36528,103.437,1
281,0,6.67227,-270.134,2.01154,-96.4956,1
281,1,7.56065,0.869618,2.55279,-0.571508,1
281,2,5.87688,8.24171,1.79687,0.622544,1
281,3,8.42888,4.41715,1.84744,1.47878,1
281,4,7.89286,6.24626,0.426071,1.52891,1
281,5,10.4085,291.56,3.36528,103.437,1
282,0,6.69238,-271.099,2.01154,-96.4956,1
282,1,7.58618,0.863915,2.55295,-0.570266,1
282,2,5.89487,8.24792,1.79806,0.621106,1
282,3,8.44735,4.43196,1.84622,1.48109,1
282,4,7.89712,6.26153,0.425941,1.5268,1
282,5,10.4421,292.594,3.36528,103.437,1
283,0,6.7125,-272.064,2.01154,-96.4956,1
283,1,7.61171,0.858225,2.55311,-0.569033,1
283,2,5.91286,8.25412,1.79925,0.619656,1
283,3,8.4658,4.44679,1.845,1.48339,1
283,4,7.90138,6.27678,0.425818,1.52472,1
283,5,10.4758,293.628,3.36528,103.437,1
284,0,6.73261,-273.029,2.01154,-96.4956,1
284,1,7.63724,0.852547,2.55326,-0.567809,1
284,2,5.93086,8.2603,1.80046,0.618195,1
284,3,8.48423,4.46165,1.84376,1.48567,1
284,4,7.90563,6.292,0.425701,1.52267,1
284,5,10.5094,294.663,3.36528,103.437,1
285,0,6.75273,-273.994,2.01154,-96.4956,1
285,1,7.66278,0.846881,2.5534,-0.566596,1
285,2,5.94888,8.26647,1.80167,0.616722,1
285,3,8.50266,4.47653,1.84251,1.48795,1
285,4,7.90989,6.30721,0.425592,1.52065,1
285,5,10.5431,295.697,3.36528,103.437,1
286,0,6.77284,-274.959,2.01154,-96.4956,1
286,1,7.68831,0.841227,2.55354,-0.565391,1
286,2,5.96691,8.27262,1.8029,0.615237,1
286,3,8.52107,4.49143,1.84125,1.49021,1
286,4,7.91414,6.3224,0.425488,1.51867,1
286,5,10.5767,296.731,3.36528,103.437,1
287,0,6.79296,-275.924,2.01154,-96.4956,1
287,1,7.71385,0.835585,2.55367,-0.564196,1
287,2,5.98495,8.27876,1.80414,0.61374,1
287,3,8.53947,4.50636,1.83997,1.49247,1
287,4,7.9184,6.33756,0.42539,1.51672,1
287,5,10.6104,297.766,3.36528,103.437,1
288,0,6.81307,-276.889,2.01154,-96.4956,1
288,1,7.73939,0.829955,2.5538,-0.563011,1
288,2,6.003,8.28488,1.80539,0.61223,1
288,3,8.55786,4.5213,1.83869,1.49471,1
288,4,7.92265,6.35271,0.425296,1.5148,1
288,5,10.644,298.8,3.36528,103.437,1
289,0,6.83319,-277.854,2.01154,-96.4956,1
289,1,7.76493,0.824337,2.55393,-0.561834,1
289,2,6.02107,8.29099,1.80665,0.610708,1
289,3,8.57623,4.53627,1.83739,1.49694,1
289,4,7.9269,6.36784,0.425207,1.51291,1
289,5,10.6777,299.835,3.36528,103.437,1
290,0,6.85331,-278.819,2.01154,-96.4956,1
290,1,7.79047,0.81873,2.55405,-0.560667,1
290,2,6.03915,8.29708,1.80792,0.609173,1
290,3,8.59459,4.55127,1.83609,1.49916,1
290,4,7.93115,6.38295,0.425122,1.51106,1
290,5,10.7113,300.869,3.36528,103.437,1
291,0,6.87342,-279.784,2.01154,-96.4956,1
291,1,7.81601,0.813135,2.55416,-0.559509,1
291,2,6.05724,8.30315,1.8092,0.607624,1
291,3,8.61294,4.56628,1.83477,1.50137,1
291,4,7.9354,6.39804,0.425041,1.50924,1
291,5,10.745,301.903,3.36528,103.437,1
292,0,6.89354,-280.749,2.01154,-96.4956,1
292,1,7.84155,0.807551,2.55427,-0.558359,1
292,2,6.07535,8.30921,1.8105,0.606062,1
292,3,8.63128,4.58132,1.83345,1.50356,1
292,4,7.93965,6.41312,0.424963,1.50746,1
292,5,10.7786,302.938,3.36528,103.437,1
293,0,6.91365,-281.714,2.01154,-96.4956,1
293,1,7.86709,0.801979,2.55437,-0.557219,1
293,2,6.09346,8.31526,1.81181,0.604486,1
293,3,8.6496,4.59637,1.83211,1.50575,1
293,4,7.9439,6.42818,0.424887,1.50571,1
293,5,10.8123,303.972,3.36528,103.437,1
294,0,6.93377,-282.679,2.01154,-96.4956,1
294,1,7.89264,0.796418,2.55447,-0.556087,1
294,2,6.1116,8.32129,1.81312,0.602896,1
294,3,8.6679,4.61145,1.83076,1.50792,1
294,4,7.94815,6.44322,0.424813,1.50399,1
294,5,10.8459,305.006,3.36528,103.437,1
295,0,6.95388,-283.644,2.01154,-96.4956,1
295,1,7.91818,0.790869,2.55457,-0.554964,1
295,2,6.12974,8.3273,1.81446,0.601291,1
295,3,8.6862,4.62655,1.82941,1.51009,1
295,4,7.9524,6.45824,0.424741,1.50231,1
295,5,10.8796,306.041,3.36528,103.437,1
296,0,6.974,-284.609,2.01154,-96.4956,1
296,1,7.94373,0.78533,2.55466,-0.55385,1
296,2,6.1479,8.3333,1.8158,0.599672,1
296,3,8.70448,4.64168,1.82805,1.51224,1
296,4,7.95664,6.47325,0.42467,1.50067,1
296,5,10.9133,307.075,3.36528,103.437,1
297,0,6.99411,-285.574,2.01154,-96.4956,1
297,1,7.96928,0.779803,2.55475,-0.552745,1
297,2,6.16607,8.33928,1.81716,0.598037,1
297,3,8.72275,4.65682,1.82667,1.51437,1
297,4,7.96089,6.48824,0.424599,1.49906,1
297,5,10.9469,308.109,3.36528,103.437,1
298,0,7.01423,-286.539,2.01154,-96.4956,1
298,1,7.99483,0.774286,2.55483,-0.551647,1
298,2,6.18425,8.34524,1.81853,0.596388,1
298,3,8.741,4.67198,1.82529,1.5165,1
298,4,7.96514,6.50321,0.424529,1.49748,1
298,5,10.9806,309.144,3.36528,103.437,1
299,0,7.03434,-287.504,2.01154,-96.4956,1
299,1,8.02038,0.768781,2.55491,-0.550558,1
299,2,6.20245,8.35119,1.81991,0.594722,1
299,3,8.75924,4.68717,1.8239,1.51861,1
299,4,7.96938,6.51817,0.424458,1.49595,1
299,5,11.0142,310.178,3.36528,103.437,1
300,0,7.05446,-288.468,2.01154,-96.4956,1
300,1,8.04593,0.763286,2.55499,-0.549478,1
300,2,6.22067,8.35712,1.8213,0.593041,1
300,3,8.77746,4.70238,1.8225,1.52072,1
300,4,7.97362,6.53312,0.424386,1.49445,1
300,5,11.0479,311.213,3.36528,103.437,1
301,0,7.07458,-289.433,2.01154,-96.4956,1
301,1,8.07148,0.757802,2.55506,-0.548406,1
301,2,6.23889,8.36303,1.82271,0.591343,1
301,3,8.79567,4.71761,1.82109,1.52281,1
301,4,7.97787,6.54804,0.424313,1.49298,1
301,5,11.0815,312.247,3.36528,103.437,1
302,0,7.09469,-290.398,2.01154,-96.4956,1
302,1,8.09703,0.752328,2.55513,-0.547342,1
302,2,6.25714,8.36893,1.82414,0.589628,1
302,3,8.81387,4.73285,1.81968,1.52488,1
302,4,7.98211,6.56296,0.424238,1.49156,1
302,5,11.1152,313.281,3.36528,103.437,1
303,0,7.11481,-291.363,2.01154,-96.4956,1
303,1,8.12258,0.746866,2.55519,-0.546286,1
303,2,6.27539,8.37481,1.82557,0.587896,1
303,3,8.83205,4.74812,1.81825,1.52695,1
303,4,7.98635,6.57786,0.42416,1.49017,1
303,5,11.1488,314.316,3.36528,103.437,1
304,0,7.13492,-292.328,2.01154,-96.4956,1
304,1,8.14813,0.741413,2.55525,-0.545238,1
304,2,6.29366,8.38067,1.82702,0.586147,1
304,3,8.85022,4.76341,1.81682,1.529,1
304,4,7.99059,6.59275,0.424079,1.48881,1
304,5,11.1825,315.35,3.36528,103.437,1
305,0,7.15504,-293.293,2.01154,-96.4956,1
305,1,8.17368,0.735971,2.55531,-0.544198,1
305,2,6.31195,8.38651,1.82849,0.58438,1
305,3,8.86837,4.77872,1.81538,1.53104,1
305,4,7.99483,6.60763,0.423995,1.4875,1
305,5,11.2161,316.384,3.36528,103.437,1
306,0,7.17515,-294.258,2.01154,-96.4956,1
