frame,body_id,x,y,vx,vy,mass
514,3,12.3083,8.29044,1.46247,1.79317,1
514,4,10.3203,10.0635,2.07668,1.21267,1
514,5,18.2496,532.567,3.36528,103.437,1
515,0,11.3793,-495.934,2.01154,-96.4955,1
515,1,13.5295,-0.256953,2.54189,-0.426036,1
515,2,9.06411,8.80512,0.545229,0.48121,1
515,3,12.3229,8.30839,1.46052,1.79412,1
515,4,10.341,10.0756,2.07554,1.20943,1
515,5,18.2832,533.602,3.36528,103.437,1
516,0,11.3994,-496.899,2.01154,-96.4955,1
516,1,13.5549,-0.26121,2.5418,-0.425734,1
516,2,9.06959,8.80995,0.548367,0.483157,1
516,3,12.3374,8.32634,1.45857,1.79507,1
516,4,10.3618,10.0877,2.07444,1.20623,1
516,5,18.3169,534.636,3.36528,103.437,1
517,0,11.4195,-497.864,2.01154,-96.4955,1
517,1,13.5804,-0.265464,2.54171,-0.425433,1
517,2,9.07511,8.8148,0.55147,0.485065,1
517,3,12.352,8.3443,1.45662,1.79602,1
517,4,10.3825,10.0997,2.07338,1.20307,1
517,5,18.3505,535.67,3.36528,103.437,1
518,0,11.4396,-498.829,2.01154,-96.4955,1
518,1,13.6058,-0.269716,2.54163,-0.425134,1
518,2,9.08065,8.81967,0.554539,0.486934,1
518,3,12.3666,8.36227,1.45466,1.79697,1
518,4,10.4032,10.1117,2.07235,1.19995,1
518,5,18.3842,536.705,3.36528,103.437,1
519,0,11.4597,-499.794,2.01154,-96.4955,1
519,1,13.6312,-0.273964,2.54154,-0.424836,1
519,2,9.08623,8.82456,0.557575,0.488766,1
519,3,12.3811,8.38025,1.4527,1.79793,1
519,4,10.4239,10.1237,2.07136,1.19686,1
519,5,18.4178,537.739,3.36528,103.437,1
520,0,11.4799,-500.759,2.01154,-96.4955,1
520,1,13.6566,-0.278209,2.54145,-0.424539,1
520,2,9.09183,8.82947,0.560578,0.490562,1
520,3,12.3956,8.39823,1.45073,1.79889,1
520,4,10.4446,10.1356,2.07041,1.19381,1
520,5,18.4515,538.774,3.36528,103.437,1
521,0,11.5,-501.724,2.01154,-96.4955,1
521,1,13.682,-0.282452,2.54137,-0.424244,1
521,2,9.09747,8.83439,0.563549,0.492324,1
521,3,12.4101,8.41623,1.44877,1.79985,1
521,4,10.4653,10.1475,2.0695,1.19079,1
521,5,18.4851,539.808,3.36528,103.437,1
522,0,11.5201,-502.689,2.01154,-96.4955,1
522,1,13.7074,-0.286691,2.54128,-0.42395,1
522,2,9.10313,8.83933,0.566488,0.494052,1
522,3,12.4245,8.43424,1.44679,1.80082,1
522,4,10.486,10.1594,2.06862,1.1878,1
522,5,18.5188,540.842,3.36528,103.437,1
523,0,11.5402,-503.654,2.01154,-96.4955,1
523,1,13.7328,-0.290928,2.54119,-0.423657,1
523,2,9.10883,8.84429,0.569397,0.495748,1
523,3,12.439,8.45226,1.44481,1.80178,1
523,4,10.5067,10.1712,2.06777,1.18484,1
523,5,18.5524,541.877,3.36528,103.437,1
524,0,11.5603,-504.618,2.01154,-96.4955,1
524,1,13.7583,-0.295162,2.54111,-0.423366,1
524,2,9.11455,8.84926,0.572276,0.497412,1
524,3,12.4534,8.47029,1.44283,1.80276,1
524,4,10.5274,10.183,2.06696,1.18192,1
524,5,18.5861,542.911,3.36528,103.437,1
525,0,11.5804,-505.583,2.01154,-96.4955,1
525,1,13.7837,-0.299392,2.54102,-0.423076,1
525,2,9.1203,8.85425,0.575125,0.499046,1
525,3,12.4678,8.48832,1.44085,1.80373,1
525,4,10.548,10.1948,2.06619,1.17902,1
525,5,18.6197,543.945,3.36528,103.437,1
526,0,11.6005,-506.548,2.01154,-96.4955,1
526,1,13.8091,-0.30362,2.54093,-0.422787,1
526,2,9.12608,8.85926,0.577945,0.50065,1
526,3,12.4822,8.50637,1.43886,1.80471,1
526,4,10.5687,10.2066,2.06544,1.17615,1
526,5,18.6534,544.98,3.36528,103.437,1
527,0,11.6207,-507.513,2.01154,-96.4955,1
527,1,13.8345,-0.307845,2.54085,-0.422499,1
527,2,9.13189,8.86428,0.580737,0.502226,1
527,3,12.4966,8.52443,1.43686,1.80569,1
527,4,10.5893,10.2183,2.06473,1.1733,1
527,5,18.687,546.014,3.36528,103.437,1
528,0,11.6408,-508.478,2.01154,-96.4955,1
528,1,13.8599,-0.312067,2.54076,-0.422213,1
528,2,9.13772,8.86932,0.583501,0.503774,1
528,3,12.5109,8.54249,1.43486,1.80667,1
528,4,10.61,10.23,2.06405,1.17049,1
528,5,18.7207,547.049,3.36528,103.437,1
529,0,11.6609,-509.443,2.01154,-96.4955,1
529,1,13.8853,-0.316287,2.54068,-0.421928,1
529,2,9.14359,8.87437,0.586238,0.505296,1
529,3,12.5253,8.56057,1.43286,1.80766,1
529,4,10.6306,10.2417,2.06341,1.16769,1
529,5,18.7544,548.083,3.36528,103.437,1
530,0,11.681,-510.408,2.01154,-96.4955,1
530,1,13.9107,-0.320503,2.54059,-0.421644,1
530,2,9.14948,8.87944,0.588948,0.506791,1
530,3,12.5396,8.57866,1.43085,1.80865,1
530,4,10.6512,10.2534,2.06279,1.16492,1
530,5,18.788,549.117,3.36528,103.437,1
531,0,11.7011,-511.373,2.01154,-96.4955,1
531,1,13.9361,-0.324717,2.5405,-0.421361,1
531,2,9.15539,8.88452,0.591632,0.508261,1
531,3,12.5539,8.59675,1.42883,1.80965,1
531,4,10.6718,10.265,2.06221,1.16217,1
531,5,18.8217,550.152,3.36528,103.437,1
532,0,11.7212,-512.338,2.01154,-96.4955,1
532,1,13.9615,-0.328927,2.54042,-0.421079,1
532,2,9.16134,8.88962,0.594289,0.509707,1
532,3,12.5681,8.61486,1.42681,1.81065,1
532,4,10.6925,10.2766,2.06166,1.15944,1
532,5,18.8553,551.186,3.36528,103.437,1
533,0,11.7414,-513.303,2.01154,-96.4955,1
533,1,13.9869,-0.333135,2.54033,-0.420799,1
533,2,9.16731,8.89473,0.596922,0.511129,1
533,3,12.5824,8.63298,1.42478,1.81165,1
533,4,10.7131,10.2881,2.06114,1.15674,1
533,5,18.889,552.22,3.36528,103.437,1
534,0,11.7615,-514.268,2.01154,-96.4955,1
534,1,14.0123,-0.337341,2.54025,-0.42052,1
534,2,9.1733,8.89985,0.59953,0.512528,1
534,3,12.5966,8.6511,1.42275,1.81266,1
534,4,10.7337,10.2997,2.06065,1.15405,1
534,5,18.9226,553.255,3.36528,103.437,1
535,0,11.7816,-515.233,2.01154,-96.4955,1
535,1,14.0377,-0.341543,2.54016,-0.420242,1
535,2,9.17932,8.90499,0.602113,0.513905,1
535,3,12.6108,8.66924,1.42071,1.81368,1
535,4,10.7543,10.3112,2.06019,1.15138,1
535,5,18.9563,554.289,3.36528,103.437,1
536,0,11.8017,-516.198,2.01154,-96.4955,1
536,1,14.0631,-0.345743,2.54008,-0.419965,1
536,2,9.18537,8.91015,0.604672,0.51526,1
536,3,12.625,8.68739,1.41867,1.81469,1
536,4,10.7749,10.3227,2.05976,1.14873,1
536,5,18.9899,555.323,3.36528,103.437,1
537,0,11.8218,-517.163,2.01154,-96.4955,1
537,1,14.0885,-0.34994,2.53999,-0.41969,1
537,2,9.19144,8.91531,0.607208,0.516594,1
537,3,12.6392,8.70554,1.41662,1.81572,1
537,4,10.7955,10.3342,2.05936,1.1461,1
537,5,19.0236,556.358,3.36528,103.437,1
538,0,11.8419,-518.128,2.01154,-96.4955,1
538,1,14.1139,-0.354134,2.53991,-0.419416,1
538,2,9.19754,8.92049,0.60972,0.517907,1
538,3,12.6533,8.72371,1.41456,1.81674,1
538,4,10.8161,10.3456,2.05899,1.14349,1
538,5,19.0572,557.392,3.36528,103.437,1
539,0,11.862,-519.093,2.01154,-96.4955,1
539,1,14.1393,-0.358325,2.53982,-0.419142,1
539,2,9.20366,8.92568,0.61221,0.5192,1
539,3,12.6674,8.74189,1.4125,1.81778,1
539,4,10.8367,10.357,2.05865,1.14089,1
539,5,19.0909,558.427,3.36528,103.437,1
540,0,11.8822,-520.058,2.01154,-96.4955,1
540,1,14.1647,-0.362514,2.53974,-0.41887,1
540,2,9.20981,8.93089,0.614677,0.520474,1
540,3,12.6815,8.76008,1.41043,1.81881,1
540,4,10.8572,10.3684,2.05833,1.1383,1
540,5,19.1245,559.461,3.36528,103.437,1
541,0,11.9023,-521.023,2.01154,-96.4955,1
541,1,14.1901,-0.3667,2.53965,-0.418599,1
541,2,9.21598,8.93611,0.617122,0.521729,1
541,3,12.6956,8.77828,1.40835,1.81986,1
541,4,10.8778,10.3797,2.05805,1.13573,1
541,5,19.1582,560.495,3.36528,103.437,1
542,0,11.9224,-521.988,2.01154,-96.4955,1
542,1,14.2155,-0.370883,2.53957,-0.41833,1
542,2,9.22217,8.94134,0.619546,0.522966,1
542,3,12.7097,8.79649,1.40627,1.82091,1
542,4,10.8984,10.3911,2.05779,1.13318,1
542,5,19.1918,561.53,3.36528,103.437,1
543,0,11.9425,-522.953,2.01154,-96.4955,1
543,1,14.2409,-0.375064,2.53948,-0.418061,1
543,2,9.22839,8.94658,0.621948,0.524185,1
543,3,12.7237,8.8147,1.40418,1.82196,1
543,4,10.919,10.4024,2.05756,1.13064,1
543,5,19.2255,562.564,3.36528,103.437,1
544,0,11.9626,-523.918,2.01154,-96.4955,1
544,1,14.2663,-0.379242,2.5394,-0.417794,1
544,2,9.23464,8.95183,0.62433,0.525387,1
544,3,12.7378,8.83294,1.40208,1.82302,1
544,4,10.9395,10.4137,2.05736,1.12811,1
544,5,19.2591,563.598,3.36528,103.437,1
545,0,11.9827,-524.883,2.01154,-96.4955,1
545,1,14.2917,-0.383417,2.53932,-0.417527,1
545,2,9.2409,8.9571,0.626691,0.526571,1
545,3,12.7518,8.85118,1.39998,1.82409,1
545,4,10.9601,10.4249,2.05719,1.12559,1
545,5,19.2928,564.633,3.36528,103.437,1
546,0,12.0029,-525.847,2.01154,-96.4955,1
546,1,14.3171,-0.38759,2.53923,-0.417262,1
546,2,9.24719,8.96237,0.629031,0.527739,1
546,3,12.7657,8.86943,1.39787,1.82516,1
546,4,10.9807,10.4361,2.05705,1.12308,1
546,5,19.3264,565.667,3.36528,103.437,1
547,0,12.023,-526.812,2.01154,-96.4955,1
547,1,14.3425,-0.39176,2.53915,-0.416998,1
547,2,9.25351,8.96766,0.631352,0.528891,1
547,3,12.7797,8.88769,1.39575,1.82624,1
547,4,11.0013,10.4473,2.05693,1.12059,1
547,5,19.3601,566.702,3.36528,103.437,1
548,0,12.0431,-527.777,2.01154,-96.4955,1
548,1,14.3679,-0.395927,2.53906,-0.416735,1
548,2,9.25984,8.97296,0.633653,0.530028,1
548,3,12.7936,8.90596,1.39362,1.82732,1
548,4,11.0218,10.4585,2.05684,1.1181,1
548,5,19.3938,567.736,3.36528,103.437,1
549,0,12.0632,-528.742,2.01154,-96.4955,1
549,1,14.3933,-0.400092,2.53898,-0.416473,1
549,2,9.2662,8.97827,0.635935,0.531149,1
549,3,12.8075,8.92425,1.39148,1.82841,1
549,4,11.0424,10.4697,2.05678,1.11563,1
549,5,19.4274,568.77,3.36528,103.437,1
550,0,12.0833,-529.707,2.01154,-96.4955,1
550,1,14.4186,-0.404254,2.5389,-0.416212,1
550,2,9.27258,8.9836,0.638198,0.532256,1
550,3,12.8214,8.94254,1.38933,1.82951,1
550,4,11.063,10.4808,2.05675,1.11316,1
550,5,19.4611,569.805,3.36528,103.437,1
551,0,12.1034,-530.672,2.01154,-96.4955,1
551,1,14.444,-0.408413,2.53881,-0.415952,1
551,2,9.27899,8.98893,0.640442,0.533348,1
551,3,12.8353,8.96085,1.38718,1.83062,1
551,4,11.0835,10.4919,2.05674,1.1107,1
551,5,19.4947,570.839,3.36528,103.437,1
552,0,12.1236,-531.637,2.01154,-96.4955,1
552,1,14.4694,-0.41257,2.53873,-0.415693,1
552,2,9.28542,8.99427,0.642667,0.534426,1
552,3,12.8492,8.97917,1.38502,1.83173,1
552,4,11.1041,10.503,2.05676,1.10826,1
552,5,19.5284,571.873,3.36528,103.437,1
553,0,12.1437,-532.602,2.01154,-96.4955,1
553,1,14.4948,-0.416725,2.53865,-0.415436,1
553,2,9.29186,8.99963,0.644875,0.53549,1
553,3,12.863,8.99749,1.38285,1.83285,1
553,4,11.1247,10.5141,2.05681,1.10581,1
553,5,19.562,572.908,3.36528,103.437,1
554,0,12.1638,-533.567,2.01154,-96.4955,1
554,1,14.5202,-0.420876,2.53856,-0.415179,1
554,2,9.29833,9.005,0.647065,0.536541,1
554,3,12.8768,9.01583,1.38066,1.83398,1
554,4,11.1452,10.5251,2.05688,1.10338,1
554,5,19.5957,573.942,3.36528,103.437,1
555,0,12.1839,-534.532,2.01154,-96.4955,1
555,1,14.5456,-0.425026,2.53848,-0.414924,1
555,2,9.30483,9.01037,0.649237,0.537578,1
555,3,12.8906,9.03419,1.37847,1.83512,1
555,4,11.1658,10.5361,2.05699,1.10095,1
555,5,19.6293,574.976,3.36528,103.437,1
556,0,12.204,-535.497,2.01154,-96.4955,1
556,1,14.571,-0.429172,2.5384,-0.414669,1
556,2,9.31134,9.01576,0.651391,0.538603,1
556,3,12.9043,9.05255,1.37627,1.83626,1
556,4,11.1864,10.5471,2.05711,1.09853,1
556,5,19.663,576.011,3.36528,103.437,1
557,0,12.2241,-536.462,2.01154,-96.4955,1
557,1,14.5963,-0.433316,2.53832,-0.414416,1
557,2,9.31788,9.02115,0.653529,0.539616,1
557,3,12.9181,9.07092,1.37406,1.83741,1
557,4,11.2069,10.5581,2.05727,1.09611,1
557,5,19.6966,577.045,3.36528,103.437,1
558,0,12.2442,-537.427,2.01154,-96.4955,1
558,1,14.6217,-0.437458,2.53823,-0.414163,1
558,2,9.32443,9.02656,0.65565,0.540616,1
558,3,12.9318,9.08931,1.37184,1.83857,1
558,4,11.2275,10.569,2.05745,1.0937,1
558,5,19.7303,578.08,3.36528,103.437,1
559,0,12.2644,-538.392,2.01154,-96.4955,1
559,1,14.6471,-0.441597,2.53815,-0.413912,1
559,2,9.33101,9.03198,0.657754,0.541605,1
559,3,12.9455,9.10771,1.36961,1.83974,1
559,4,11.2481,10.5799,2.05766,1.09129,1
559,5,19.7639,579.114,3.36528,103.437,1
560,0,12.2845,-539.357,2.01154,-96.4955,1
560,1,14.6725,-0.445734,2.53807,-0.413662,1
560,2,9.33761,9.0374,0.659842,0.542581,1
560,3,12.9592,9.12611,1.36737,1.84092,1
560,4,11.2687,10.5908,2.0579,1.08888,1
560,5,19.7976,580.148,3.36528,103.437,1
561,0,12.3046,-540.322,2.01154,-96.4955,1
561,1,14.6979,-0.449868,2.53799,-0.413412,1
561,2,9.34423,9.04284,0.661914,0.543547,1
561,3,12.9728,9.14454,1.36511,1.8421,1
561,4,11.2893,10.6017,2.05816,1.08648,1
561,5,19.8312,581.183,3.36528,103.437,1
562,0,12.3247,-541.287,2.01154,-96.4955,1
562,1,14.7233,-0.454,2.5379,-0.413164,1
562,2,9.35087,9.04828,0.66397,0.544501,1
562,3,12.9864,9.16297,1.36285,1.8433,1
562,4,11.3098,10.6125,2.05846,1.08408,1
562,5,19.8649,582.217,3.36528,103.437,1
563,0,12.3448,-542.252,2.01154,-96.4955,1
563,1,14.7486,-0.458129,2.53782,-0.412917,1
563,2,9.35753,9.05374,0.66601,0.545445,1
563,3,13.0001,9.18141,1.36057,1.8445,1
563,4,11.3304,10.6233,2.05877,1.08169,1
563,5,19.8985,583.251,3.36528,103.437,1
564,0,12.3649,-543.217,2.01154,-96.4955,1
564,1,14.774,-0.462255,2.53774,-0.41267,1
564,2,9.36421,9.0592,0.668035,0.546378,1
564,3,13.0136,9.19987,1.35828,1.84572,1
564,4,11.351,10.6341,2.05912,1.07929,1
564,5,19.9322,584.286,3.36528,103.437,1
565,0,12.3851,-544.182,2.01154,-96.4955,1
565,1,14.7994,-0.46638,2.53766,-0.412425,1
565,2,9.37091,9.06467,0.670044,0.547301,1
565,3,13.0272,9.21834,1.35598,1.84694,1
565,4,11.3716,10.6449,2.05949,1.0769,1
565,5,19.9659,585.32,3.36528,103.437,1
566,0,12.4052,-545.147,2.01154,-96.4955,1
566,1,14.8248,-0.470502,2.53758,-0.41218,1
566,2,9.37763,9.07016,0.672039,0.548214,1
566,3,13.0407,9.23682,1.35367,1.84817,1
566,4,11.3922,10.6556,2.05989,1.07451,1
566,5,19.9995,586.354,3.36528,103.437,1
567,0,12.4253,-546.112,2.01154,-96.4955,1
567,1,14.8501,-0.474621,2.5375,-0.411937,1
567,2,9.38437,9.07565,0.674019,0.549117,1
567,3,13.0542,9.25532,1.35134,1.84942,1
567,4,11.4128,10.6663,2.06032,1.07212,1
567,5,20.0332,587.389,3.36528,103.437,1
568,0,12.4454,-547.077,2.01154,-96.4955,1
568,1,14.8755,-0.478738,2.53742,-0.411695,1
568,2,9.39113,9.08115,0.675984,0.55001,1
568,3,13.0677,9.27382,1.349,1.85067,1
568,4,11.4334,10.677,2.06078,1.06973,1
568,5,20.0668,588.423,3.36528,103.437,1
569,0,12.4655,-548.041,2.01154,-96.4955,1
569,1,14.9009,-0.482852,2.53733,-0.411453,1
569,2,9.39791,9.08666,0.677934,0.550893,1
569,3,13.0812,9.29234,1.34665,1.85194,1
569,4,11.454,10.6877,2.06126,1.06734,1
569,5,20.1005,589.458,3.36528,103.437,1
570,0,12.4856,-549.006,2.01154,-96.4955,1
570,1,14.9263,-0.486965,2.53725,-0.411213,1
570,2,9.40471,9.09217,0.679871,0.551768,1
570,3,13.0946,9.31087,1.34428,1.85321,1
570,4,11.4747,10.6984,2.06177,1.06495,1
570,5,20.1341,590.492,3.36528,103.437,1
571,0,12.5057,-549.971,2.01154,-96.4955,1
571,1,14.9516,-0.491074,2.53717,-0.410973,1
571,2,9.41152,9.0977,0.681793,0.552633,1
571,3,13.1081,9.32942,1.3419,1.8545,1
571,4,11.4953,10.709,2.06231,1.06256,1
571,5,20.1678,591.526,3.36528,103.437,1
572,0,12.5259,-550.936,2.01154,-96.4955,1
572,1,14.977,-0.495182,2.53709,-0.410735,1
572,2,9.41836,9.10323,0.683702,0.55349,1
572,3,13.1215,9.34798,1.3395,1.8558,1
572,4,11.5159,10.7196,2.06288,1.06016,1
572,5,20.2014,592.561,3.36528,103.437,1
573,0,12.546,-551.901,2.01154,-96.4955,1
573,1,15.0024,-0.499287,2.53701,-0.410497,1
573,2,9.42522,9.10878,0.685596,0.554338,1
573,3,13.1348,9.36655,1.33709,1.85711,1
573,4,11.5365,10.7302,2.06348,1.05777,1
573,5,20.2351,593.595,3.36528,103.437,1
574,0,12.5661,-552.866,2.01154,-96.4955,1
574,1,15.0277,-0.503389,2.53693,-0.41026,1
574,2,9.43209,9.11433,0.687478,0.555178,1
574,3,13.1482,9.38513,1.33466,1.85844,1
574,4,11.5572,10.7407,2.0641,1.05537,1
574,5,20.2687,594.629,3.36528,103.437,1
575,0,12.5862,-553.831,2.01154,-96.4955,1
575,1,15.0531,-0.507489,2.53685,-0.410024,1
575,2,9.43899,9.11989,0.689346,0.556009,1
575,3,13.1615,9.40373,1.33222,1.85977,1
575,4,11.5778,10.7513,2.06476,1.05296,1
575,5,20.3024,595.664,3.36528,103.437,1
576,0,12.6063,-554.796,2.01154,-96.4955,1
576,1,15.0785,-0.511587,2.53677,-0.40979,1
576,2,9.4459,9.12546,0.6912,0.556832,1
576,3,13.1748,9.42234,1.32976,1.86112,1
576,4,11.5985,10.7618,2.06544,1.05056,1
576,5,20.336,596.698,3.36528,103.437,1
577,0,12.6264,-555.761,2.01154,-96.4955,1
577,1,15.1038,-0.515683,2.53669,-0.409556,1
577,2,9.45283,9.13103,0.693042,0.557647,1
577,3,13.1881,9.44097,1.32729,1.86248,1
577,4,11.6191,10.7722,2.06616,1.04815,1
577,5,20.3697,597.733,3.36528,103.437,1
578,0,12.6466,-556.726,2.01154,-96.4955,1
578,1,15.1292,-0.519776,2.53661,-0.409323,1
578,2,9.45978,9.13662,0.694871,0.558455,1
578,3,13.2013,9.4596,1.3248,1.86385,1
578,4,11.6398,10.7827,2.0669,1.04573,1
578,5,20.4033,598.767,3.36528,103.437,1
579,0,12.6667,-557.691,2.01154,-96.4955,1
579,1,15.1546,-0.523867,2.53653,-0.409091,1
579,2,9.46674,9.14221,0.696687,0.559254,1
579,3,13.2145,9.47826,1.32229,1.86524,1
579,4,11.6605,10.7931,2.06767,1.04332,1
579,5,20.437,599.801,3.36528,103.437,1
580,0,12.6868,-558.656,2.01154,-96.4955,1
580,1,15.1799,-0.527956,2.53645,-0.408859,1
580,2,9.47373,9.14781,0.698491,0.560047,1
580,3,13.2277,9.49692,1.31976,1.86664,1
580,4,11.6812,10.8035,2.06848,1.04089,1
580,5,20.4706,600.836,3.36528,103.437,1
581,0,12.7069,-559.621,2.01154,-96.4955,1
581,1,15.2053,-0.532042,2.53637,-0.408629,1
581,2,9.48073,9.15342,0.700283,0.560831,1
581,3,13.2409,9.5156,1.31721,1.86806,1
581,4,11.7019,10.8139,2.06931,1.03846,1
581,5,20.5043,601.87,3.36528,103.437,1
582,0,12.727,-560.586,2.01154,-96.4955,1
582,1,15.2307,-0.536126,2.53629,-0.4084,1
582,2,9.48775,9.15904,0.702062,0.561609,1
582,3,13.2541,9.5343,1.31465,1.86949,1
582,4,11.7226,10.8243,2.07017,1.03602,1
582,5,20.5379,602.904,3.36528,103.437,1
583,0,12.7471,-561.551,2.01154,-96.4955,1
583,1,15.256,-0.540208,2.53621,-0.408171,1
583,2,9.49479,9.16466,0.703829,0.56238,1
583,3,13.2672,9.55301,1.31207,1.87093,1
583,4,11.7433,10.8346,2.07107,1.03358,1
583,5,20.5716,603.939,3.36528,103.437,1
584,0,12.7672,-562.516,2.01154,-96.4955,1
584,1,15.2814,-0.544287,2.53613,-0.407943,1
584,2,9.50185,9.17029,0.705584,0.563144,1
584,3,13.2803,9.57173,1.30946,1.87239,1
584,4,11.764,10.8449,2.072,1.03113,1
584,5,20.6053,604.973,3.36528,103.437,1
585,0,12.7874,-563.481,2.01154,-96.4955,1
585,1,15.3067,-0.548364,2.53605,-0.407717,1
585,2,9.50892,9.17593,0.707327,0.563901,1
585,3,13.2933,9.59047,1.30684,1.87386,1
585,4,11.7847,10.8552,2.07296,1.02867,1
585,5,20.6389,606.007,3.36528,103.437,1
586,0,12.8075,-564.446,2.01154,-96.4955,1
586,1,15.3321,-0.552439,2.53598,-0.407491,1
586,2,9.51601,9.18158,0.709059,0.564651,1
586,3,13.3064,9.60922,1.30419,1.87536,1
586,4,11.8055,10.8655,2.07395,1.0262,1
586,5,20.6726,607.042,3.36528,103.437,1
587,0,12.8276,-565.411,2.01154,-96.4955,1
587,1,15.3575,-0.556512,2.5359,-0.407266,1
587,2,9.52312,9.18723,0.710779,0.565395,1
587,3,13.3194,9.62799,1.30153,1.87686,1
587,4,11.8262,10.8757,2.07498,1.02373,1
587,5,20.7062,608.076,3.36528,103.437,1
588,0,12.8477,-566.376,2.01154,-96.4955,1
588,1,15.3828,-0.560582,2.53582,-0.407042,1
588,2,9.53024,9.19289,0.712488,0.566132,1
588,3,13.3324,9.64678,1.29884,1.87839,1
588,4,11.847,10.8859,2.07603,1.02124,1
588,5,20.7399,609.111,3.36528,103.437,1
589,0,12.8678,-567.341,2.01154,-96.4955,1
589,1,15.4082,-0.56465,2.53574,-0.406818,1
589,2,9.53739,9.19856,0.714186,0.566863,1
589,3,13.3453,9.66558,1.29613,1.87993,1
589,4,11.8678,10.8961,2.07713,1.01875,1
589,5,20.7735,610.145,3.36528,103.437,1
590,0,12.8879,-568.306,2.01154,-96.4955,1
590,1,15.4335,-0.568716,2.53566,-0.406596,1
590,2,9.54454,9.20424,0.715872,0.567588,1
590,3,13.3583,9.68439,1.29339,1.88148,1
590,4,11.8885,10.9063,2.07825,1.01624,1
590,5,20.8072,611.179,3.36528,103.437,1
591,0,12.9081,-569.27,2.01154,-96.4955,1
591,1,15.4589,-0.57278,2.53558,-0.406374,1
591,2,9.55172,9.20992,0.717548,0.568307,1
591,3,13.3712,9.70322,1.29063,1.88306,1
591,4,11.9093,10.9164,2.07941,1.01373,1
591,5,20.8408,612.214,3.36528,103.437,1
592,0,12.9282,-570.235,2.01154,-96.4955,1
592,1,15.4842,-0.576842,2.5355,-0.406154,1
592,2,9.55891,9.21561,0.719212,0.56902,1
592,3,13.3841,9.72207,1.28785,1.88465,1
592,4,11.9301,10.9265,2.08061,1.0112,1
592,5,20.8745,613.248,3.36528,103.437,1
593,0,12.9483,-571.2,2.01154,-96.4955,1
593,1,15.5096,-0.580901,2.53543,-0.405934,1
593,2,9.56612,9.22131,0.720866,0.569728,1
593,3,13.3969,9.74093,1.28504,1.88627,1
593,4,11.951,10.9366,2.08184,1.00866,1
593,5,20.9081,614.282,3.36528,103.437,1
594,0,12.9684,-572.165,2.01154,-96.4955,1
594,1,15.535,-0.584958,2.53535,-0.405715,1
594,2,9.57335,9.22701,0.722509,0.570429,1
594,3,13.4097,9.75981,1.28221,1.8879,1
594,4,11.9718,10.9467,2.08311,1.00611,1
594,5,20.9418,615.317,3.36528,103.437,1
595,0,12.9885,-573.13,2.01154,-96.4955,1
595,1,15.5603,-0.589013,2.53527,-0.405496,1
595,2,9.58059,9.23272,0.724142,0.571125,1
595,3,13.4225,9.77871,1.27935,1.88955,1
595,4,11.9926,10.9567,2.08442,1.00354,1
595,5,20.9754,616.351,3.36528,103.437,1
596,0,13.0086,-574.095,2.01154,-96.4955,1
596,1,15.5857,-0.593066,2.53519,-0.405279,1
596,2,9.58784,9.23844,0.725764,0.571815,1
596,3,13.4353,9.79762,1.27646,1.89122,1
596,4,12.0135,10.9667,2.08576,1.00096,1
596,5,21.0091,617.386,3.36528,103.437,1
597,0,13.0287,-575.06,2.01154,-96.4955,1
597,1,15.611,-0.597116,2.53512,-0.405062,1
597,2,9.59512,9.24417,0.727376,0.5725,1
597,3,13.448,9.81655,1.27354,1.89291,1
597,4,12.0344,10.9767,2.08714,0.998366,1
597,5,21.0427,618.42,3.36528,103.437,1
598,0,13.0489,-576.025,2.01154,-96.4955,1
598,1,15.6364,-0.601165,2.53504,-0.404847,1
598,2,9.60241,9.2499,0.728978,0.57318,1
598,3,13.4607,9.83549,1.2706,1.89463,1
598,4,12.0552,10.9867,2.08856,0.995757,1
598,5,21.0764,619.454,3.36528,103.437,1
599,0,13.069,-576.99,2.01154,-96.4955,1
599,1,15.6617,-0.605211,2.53496,-0.404632,1
599,2,9.60971,9.25564,0.73057,0.573854,1
599,3,13.4734,9.85446,1.26762,1.89636,1
599,4,12.0761,10.9966,2.09002,0.993133,1
599,5,21.11,620.489,3.36528,103.437,1
600,0,13.0891,-577.955,2.01154,-96.4955,1
600,1,15.6871,-0.609255,2.53488,-0.404417,1
600,2,9.61703,9.26138,0.732152,0.574524,1
600,3,13.4861,9.87344,1.26462,1.89812,1
600,4,12.0971,11.0065,2.09152,0.990492,1
600,5,21.1437,621.523,3.36528,103.437,1
601,0,13.1092,-578.92,2.01154,-96.4955,1
601,1,15.7124,-0.613297,2.53481,-0.404204,1
601,2,9.62437,9.26713,0.733724,0.575188,1
601,3,13.4987,9.89244,1.26158,1.8999,1
601,4,12.118,11.0164,2.09307,0.987834,1
601,5,21.1774,622.557,3.36528,103.437,1
602,0,13.1293,-579.885,2.01154,-96.4955,1
602,1,15.7378,-0.617337,2.53473,-0.403992,1
602,2,9.63173,9.27289,0.735286,0.575847,1
602,3,13.5113,9.91145,1.25851,1.9017,1
602,4,12.1389,11.0262,2.09465,0.985159,1
602,5,21.211,623.592,3.36528,103.437,1
603,0,13.1494,-580.85,2.01154,-96.4955,1
603,1,15.7631,-0.621375,2.53465,-0.40378,1
603,2,9.63909,9.27866,0.736839,0.576501,1
603,3,13.5238,9.93049,1.25541,1.90353,1
603,4,12.1599,11.0361,2.09628,0.982466,1
